Time_s,Pageouts_per_sec,Swapouts_per_sec
178.64,0,0
179.64,0,0
180.64,0,0
181.65,0,0
182.65,0,0
183.66,0,0
184.66,0,0
185.67,0,0
186.67,0,0
187.67,0,0
188.67,0,0
190.68,0,0
191.68,0,0
192.68,0,0
193.68,0,0
194.69,0,0
195.7,0,0
196.7,0,0
197.7,0,0
198.71,0,0
199.71,0,0
200.71,0,0
201.72,0,0
202.72,0,0
203.72,0,0
204.73,0,0
205.73,0,0
206.73,0,0
207.74,0,0
208.74,0,0
209.75,0,0
211.76,0,0
212.76,0,0
213.76,0,0
214.76,0,0
215.77,0,0
216.77,0,0
217.77,0,0
218.77,0,0
219.77,0,0
220.77,0,0
221.78,0,0
222.78,0,0
223.78,0,0
224.79,0,0
225.79,0,0
226.79,0,0
227.8,0,0
228.8,0,0
229.81,0,0
230.81,0,0
232.82,0,0
233.83,0,0
234.83,0,0
235.83,0,0
236.84,0,0
237.84,0,0
238.85,0,0
239.85,0,0
240.85,0,0
241.86,0,0
242.86,0,0
243.87,0,0
244.87,0,0
245.88,0,0
246.88,0,0
247.88,0,0
248.89,0,0
249.89,0,0
250.89,0,0
251.89,0,0
253.9,0,0
254.9,0,0
255.91,0,0
256.92,0,0
257.92,0,0
258.93,0,0
259.93,0,0
260.93,0,0
261.93,0,0
262.94,0,0
263.94,0,0
264.94,0,0
265.95,0,0
266.95,0,0
267.96,0,0
268.96,0,0
269.97,0,0
270.97,0,0
271.98,0,0
272.98,0,0
274.99,0,0
275.99,0,0
276.99,0,0
278.0,0,0
279.0,0,0
280.0,0,0
281.01,0,0
282.01,0,0
283.02,0,0
284.02,0,0
285.03,0,0
286.03,0,0
287.03,0,0
288.04,0,0
289.04,0,0
290.04,0,0
291.05,0,0
292.05,0,0
293.05,0,0
294.06,0,0
296.06,0,0
297.07,0,0
298.07,0,0
299.07,0,0
300.08,0,0
301.08,0,0
302.09,0,0
303.09,0,0
304.09,0,0
305.1,0,0
306.1,0,0
307.1,0,0
308.11,0,0
309.11,0,0
310.11,0,0
311.11,0,0
312.12,0,0
313.12,0,0
314.13,0,0
315.13,0,0
317.13,0,0
318.14,0,0
319.14,0,0
320.15,0,0
321.15,0,0
322.16,0,0
323.16,0,0
324.17,0,0
325.17,0,0
326.18,0,0
327.18,0,0
328.19,0,0
329.19,0,0
330.19,0,0
331.2,0,0
332.2,0,0
333.2,0,0
334.21,0,0
335.21,0,0
336.22,0,0
338.22,0,0
339.23,0,0
340.23,0,0
341.23,0,0
342.23,0,0
343.23,0,0
344.23,0,0
345.24,0,0
346.24,0,0
347.25,0,0
348.25,0,0
349.25,0,0
350.26,0,0
351.26,0,0
352.27,0,0
353.27,0,0
354.28,0,0
355.28,0,0
356.28,0,0
357.28,0,0
359.29,0,0
360.29,0,0
361.3,0,0
362.3,0,0
363.3,0,0
364.31,0,0
365.31,0,0
366.31,0,0
367.32,0,0
368.32,0,0
369.33,0,0
370.33,0,0
371.33,0,0
372.33,0,0
373.33,0,0
374.34,0,0
375.34,0,0
376.34,0,0
377.34,0,0
378.34,0,0
380.35,0,0
381.35,0,0
382.36,0,0
383.36,0,0
384.37,0,0
385.37,0,0
386.37,0,0
387.37,0,0
388.38,0,0
389.38,0,0
390.38,0,0
391.38,0,0
392.38,0,0
393.39,0,0
394.39,0,0
395.4,0,0
396.4,0,0
397.41,0,0
398.41,0,0
399.41,0,0
401.41,0,0
402.42,0,0
403.42,0,0
404.42,0,0
405.42,0,0
406.43,0,0
407.43,0,0
408.44,0,0
409.44,0,0
410.44,0,0
411.45,0,0
412.45,0,0
413.45,0,0
414.46,0,0
415.46,0,0
416.46,0,0
417.47,0,0
418.47,0,0
419.48,0,0
420.48,0,0
422.49,0,0
423.49,0,0
424.49,0,0
425.5,0,0
426.5,0,0
427.5,0,0
428.51,0,0
429.51,0,0
430.51,0,0
431.51,0,0
432.52,0,0
433.52,0,0
434.53,0,0
435.53,0,0
436.53,0,0
437.54,0,0
438.54,0,0
439.55,0,0
440.55,0,0
441.55,0,0
443.56,0,0
444.56,0,0
445.57,0,0
446.57,0,0
447.58,0,0
448.58,0,0
449.59,0,0
450.59,0,0
451.59,0,0
452.59,0,0
453.6,0,0
454.6,0,0
455.6,0,0
456.61,0,0
457.61,0,0
458.62,0,0
459.62,0,0
460.63,0,0
461.63,0,0
462.63,0,0
464.64,0,0
465.65,0,0
466.65,0,0
467.66,0,0
468.66,0,0
469.66,0,0
470.67,0,0
471.67,0,0
472.68,0,0
473.68,0,0
474.68,0,0
475.68,0,0
476.69,0,0
477.69,0,0
478.7,0,0
479.7,0,0
480.71,0,0
481.71,0,0
482.72,0,0
483.72,0,0
485.73,0,0
486.74,0,0
487.74,0,0
488.74,0,0
489.74,0,0
490.74,0,0
491.74,0,0
492.75,0,0
493.75,0,0
494.75,0,0
495.75,0,0
496.76,0,0
497.76,0,0
498.76,0,0
499.77,0,0
500.77,0,0
501.77,0,0
502.78,0,0
503.78,0,0
504.79,0,0
506.79,0,0
507.8,0,0
508.8,0,0
509.81,0,0
510.81,0,0
511.81,0,0
512.82,0,0
513.82,0,0
514.83,0,0
515.83,0,0
516.84,0,0
517.84,0,0
518.85,0,0
519.85,0,0
520.85,0,0
521.85,0,0
522.86,0,0
523.86,0,0
524.87,0,0
525.87,0,0
527.88,0,0
528.88,0,0
529.88,0,0
530.89,0,0
531.89,0,0
532.89,0,0
533.89,0,0
534.89,0,0
535.9,0,0
536.9,0,0
537.9,0,0
538.91,0,0
539.91,0,0
540.92,0,0
541.92,0,0
542.93,0,0
543.93,0,0
544.94,0,0
545.94,0,0
546.95,0,0
548.95,0,0
549.95,0,0
550.96,0,0
551.96,0,0
552.97,0,0
553.98,0,0
554.98,0,0
555.98,0,0
556.99,0,0
557.99,0,0
558.99,0,0
559.99,0,0
561.0,0,0
562.0,0,0
563.01,0,0
564.01,0,0
565.01,0,0
566.02,0,0
567.02,0,0
568.02,0,0
570.03,0,0
571.04,0,0
572.04,0,0
573.05,0,0
574.05,0,0
575.06,0,0
576.06,0,0
577.06,0,0
578.06,0,0
579.06,0,0
580.07,0,0
581.07,0,0
582.08,0,0
583.08,0,0
584.09,0,0
585.09,0,0
586.1,0,0
587.1,0,0
588.1,0,0
589.1,0,0
591.11,0,0
592.11,0,0
593.11,0,0
594.12,0,0
595.12,0,0
596.13,0,0
597.13,0,0
598.13,0,0
599.13,0,0
600.14,0,0
601.14,0,0
602.15,0,0
603.15,0,0
604.16,0,0
605.16,0,0
606.16,0,0
607.17,0,0
608.17,0,0
609.18,0,0
610.18,0,0
612.18,0,0
613.19,0,0
614.19,0,0
615.2,0,0
616.2,0,0
617.2,0,0
618.21,0,0
619.21,0,0
620.21,0,0
621.22,0,0
622.22,0,0
623.23,0,0
624.23,0,0
625.24,0,0
626.24,0,0
627.24,0,0
628.25,0,0
629.25,0,0
630.26,0,0
631.26,0,0
633.27,0,0
634.27,0,0
635.27,0,0
636.28,0,0
637.28,0,0
638.29,0,0
639.29,0,0
640.29,0,0
641.3,0,0
642.3,0,0
643.31,0,0
644.31,0,0
645.32,0,0
646.32,0,0
647.33,0,0
648.33,0,0
649.33,0,0
650.33,0,0
651.34,0,0
652.34,0,0
654.35,0,0
655.35,0,0
656.35,0,0
657.35,0,0
658.36,0,0
659.36,0,0
660.37,0,0
661.37,0,0
662.38,0,0
663.38,0,0
664.39,0,0
665.39,0,0
666.4,0,0
667.4,0,0
668.4,0,0
669.41,0,0
670.41,0,0
671.42,0,0
672.42,0,0
673.42,0,0
675.43,0,0
676.43,0,0
677.44,0,0
678.44,0,0
679.45,0,0
680.45,0,0
681.45,0,0
682.46,0,0
683.46,0,0
684.47,0,0
685.47,0,0
686.47,0,0
687.48,0,0
688.48,176,0
689.48,35,0
690.49,0,0
691.49,1,0
692.49,0,0
693.5,17,0
694.5,8,0
696.5,1,2876
697.5,0,11304
698.51,0,0
699.51,0,0
700.51,3,0
701.51,5,0
702.52,1,0
703.52,0,0
704.52,0,0
705.53,8,23668
706.53,3,56928
707.54,0,53108
708.54,2,51952
709.54,0,61500
710.55,0,33228
711.55,0,0
712.55,0,0
713.55,13,0
714.55,2,0
715.56,17,0
717.56,0,0
718.56,0,0
719.57,0,0
720.57,4,0
721.57,6,3187
722.58,2,14428
723.58,1,31904
724.59,0,13720
725.59,0,16840
726.59,3,0
727.59,0,34944
728.6,1,15804
729.63,4,6020
730.61,14,21340
731.61,0,62956
732.61,0,7408
733.62,0,0
734.62,0,0
735.63,0,0
736.63,0,0
738.64,3,0
739.64,7,0
740.64,0,0
741.64,7,0
742.64,1,0
743.65,2,0
744.65,0,0
745.65,0,0
746.66,4,0
747.66,11,0
748.66,0,0
749.66,4,0
750.66,0,0
751.67,0,0
752.67,2,0
753.68,0,0
754.68,1,0
755.69,0,0
756.69,1,0
757.7,0,0
759.7,0,0
760.71,0,0
761.71,0,0
762.71,2,0
763.71,20,0
764.71,0,0
765.72,0,0
766.72,4,0
767.73,1,0
768.73,3,0
769.74,0,0
770.74,0,0
771.75,17,2800
772.75,2,8344
773.75,3,7892
774.76,17,1160
775.76,2,11012
776.77,2,1216
