Time_s,Pageouts_per_sec,Swapouts_per_sec
180.62,0,0
181.63,0,0
182.63,0,0
183.64,0,0
184.64,0,0
185.64,0,0
186.64,0,0
187.65,0,0
188.65,0,0
190.66,0,0
191.66,0,0
192.66,0,0
193.67,0,0
194.67,0,0
195.67,0,0
196.68,0,0
197.68,0,0
198.68,0,0
199.69,0,0
200.69,0,0
201.69,0,0
202.69,0,0
203.7,0,0
204.7,0,0
205.7,0,0
206.71,0,0
207.71,0,0
208.71,0,0
209.71,0,0
211.72,0,0
212.72,0,0
213.72,0,0
214.73,0,0
215.73,0,0
216.74,0,0
217.74,0,0
218.74,0,0
219.75,0,0
220.75,0,0
221.75,0,0
222.75,0,0
223.76,0,0
224.76,0,0
225.76,0,0
226.77,0,0
227.77,0,0
228.77,0,0
229.78,0,0
230.78,0,0
232.79,0,0
233.79,0,0
234.8,0,0
235.8,0,0
236.8,0,0
237.8,0,0
238.81,0,0
239.81,0,0
240.81,0,0
241.81,0,0
242.81,0,0
243.82,0,0
244.82,0,0
245.83,0,0
246.83,0,0
247.83,0,0
248.83,0,0
249.84,0,0
250.84,0,0
251.85,0,0
253.86,0,0
254.86,0,0
255.86,0,0
256.87,0,0
257.87,0,0
258.88,0,0
259.88,0,0
260.89,0,0
261.89,0,0
262.89,0,0
263.9,0,0
264.9,0,0
265.91,0,0
266.91,0,0
267.91,0,0
268.91,0,0
269.92,0,0
270.92,0,0
271.92,0,0
272.93,0,0
274.94,0,0
275.94,0,0
276.94,0,0
277.95,0,0
278.95,0,0
279.96,0,0
280.96,0,0
281.96,0,0
282.97,0,0
283.97,0,0
284.97,0,0
285.98,0,0
286.98,0,0
287.98,0,0
288.99,0,0
289.99,0,0
290.99,0,0
292.0,0,0
293.0,0,0
294.0,0,0
296.01,0,0
297.01,0,0
298.01,0,0
299.02,0,0
300.02,0,0
301.02,0,0
302.03,0,0
303.03,0,0
304.03,0,0
305.04,0,0
306.04,0,0
307.05,0,0
308.05,0,0
309.05,0,0
310.06,0,0
311.06,0,0
312.07,0,0
313.07,0,0
314.08,0,0
315.08,0,0
317.08,0,0
318.09,0,0
319.09,0,0
320.09,0,0
321.1,0,0
322.1,0,0
323.11,0,0
324.11,0,0
325.11,0,0
326.11,0,0
327.11,0,0
328.11,0,0
329.12,0,0
330.12,0,0
331.12,0,0
332.13,0,0
333.13,0,0
334.14,0,0
335.14,0,0
336.15,0,0
338.15,0,0
339.16,0,0
340.16,0,0
341.17,0,0
342.17,0,0
343.18,0,0
344.18,0,0
345.19,0,0
346.19,0,0
347.2,0,0
348.2,0,0
349.2,0,0
350.21,0,0
351.21,0,0
352.22,0,0
353.22,0,0
354.23,0,0
355.23,0,0
356.24,0,0
357.24,0,0
359.25,0,0
360.25,0,0
361.25,0,0
362.26,0,0
363.26,0,0
364.26,0,0
365.27,0,0
366.27,0,0
367.27,0,0
368.28,0,0
369.28,0,0
370.29,0,0
371.29,0,0
372.3,0,0
373.3,0,0
374.3,0,0
375.3,0,0
376.31,0,0
377.31,0,0
378.31,0,0
380.32,0,0
381.32,0,0
382.33,0,0
383.33,0,0
384.33,0,0
385.33,0,0
386.34,0,0
387.34,0,0
388.34,0,0
389.34,0,0
390.35,0,0
391.35,0,0
392.36,0,0
393.36,0,0
394.37,0,0
395.37,0,0
396.38,0,0
397.38,0,0
398.39,0,0
399.39,0,0
401.4,0,0
402.4,0,0
403.4,0,0
404.41,0,0
405.41,0,0
406.42,0,0
407.42,0,0
408.43,0,0
409.43,0,0
410.44,0,0
411.44,0,0
412.44,0,0
413.45,0,0
414.45,0,0
415.45,0,0
416.45,0,0
417.46,0,0
418.46,0,0
419.47,0,0
420.47,0,0
422.47,0,0
423.47,0,0
424.48,0,0
425.48,0,0
426.48,0,0
427.49,0,0
428.49,0,0
429.49,0,0
430.49,0,0
431.5,0,0
432.5,0,0
433.51,0,0
434.51,0,0
435.51,0,0
436.51,0,0
437.52,0,0
438.52,0,0
439.52,0,0
440.53,0,0
441.53,0,0
443.53,0,0
444.54,0,0
445.54,0,0
446.55,0,0
447.55,0,0
448.56,0,0
449.56,0,0
450.57,0,0
451.57,0,0
452.57,0,0
453.57,0,0
454.58,0,0
455.58,0,0
456.58,0,0
457.59,0,0
458.59,0,0
459.6,0,0
460.6,0,0
461.61,0,0
462.61,0,0
464.62,0,0
465.62,0,0
466.63,0,0
467.63,0,0
468.64,0,0
469.64,0,0
470.64,0,0
471.65,0,0
472.65,0,0
473.66,0,0
474.66,0,0
475.67,0,0
476.67,0,0
477.68,0,0
478.68,0,0
479.68,0,0
480.68,0,0
481.68,0,0
482.69,0,0
483.69,0,0
485.7,0,0
486.7,0,0
487.71,0,0
488.71,0,0
489.72,0,0
490.72,0,0
491.72,0,0
492.73,0,0
493.73,0,0
494.73,0,0
495.74,0,0
496.74,0,0
497.74,0,0
498.74,0,0
499.75,0,0
500.75,0,0
501.75,0,0
502.76,0,0
503.76,0,0
504.77,0,0
506.77,0,0
507.78,0,0
508.78,0,0
509.78,0,0
510.78,0,0
511.78,0,0
512.79,0,0
513.79,0,0
514.79,0,0
515.8,0,0
516.8,0,0
517.8,0,0
518.81,0,0
519.81,0,0
520.81,0,0
521.82,0,0
522.82,0,0
523.82,0,0
524.83,0,0
525.83,0,0
527.84,0,0
528.85,0,0
529.85,0,0
530.85,0,0
531.85,0,0
532.86,0,0
533.86,0,0
534.86,0,0
535.86,0,0
536.87,0,0
537.87,0,0
538.87,0,0
539.88,0,0
540.88,0,0
541.89,0,0
542.89,0,0
543.9,0,0
544.9,0,0
545.9,0,0
546.9,0,0
548.91,0,0
549.92,0,0
550.92,0,0
551.93,0,0
552.93,0,0
553.94,0,0
554.94,0,0
555.95,0,0
556.95,0,0
557.95,0,0
558.96,0,0
559.96,0,0
560.97,0,0
561.97,0,0
562.97,0,0
563.97,0,0
564.98,0,0
565.98,0,0
566.98,0,0
567.98,0,0
569.99,0,0
571.0,0,0
572.0,0,0
573.01,0,0
574.01,0,0
575.01,0,0
576.01,0,0
577.02,0,0
578.02,0,0
579.02,0,0
580.03,0,0
581.03,0,0
582.04,0,0
583.04,0,0
584.05,0,0
585.05,0,0
586.06,0,0
587.06,0,0
588.07,0,0
589.07,0,0
591.08,0,0
592.09,0,0
593.09,0,0
594.09,0,0
595.09,0,0
596.1,0,0
597.1,0,0
598.1,0,0
599.11,0,0
600.11,0,0
601.11,0,0
602.12,0,0
603.12,0,0
604.12,0,0
605.13,0,0
606.13,0,0
607.14,0,0
608.14,0,0
609.14,0,0
610.15,0,0
612.15,0,0
613.16,0,0
614.16,0,0
615.16,0,0
616.17,0,0
617.17,0,0
618.17,0,0
619.18,0,0
620.18,0,0
621.19,0,0
622.19,0,0
623.19,0,0
624.19,0,0
625.2,0,0
626.2,0,0
627.2,0,0
628.21,0,0
629.21,0,0
630.22,0,0
631.22,0,0
633.23,0,0
634.23,0,0
635.24,0,0
636.24,0,0
637.25,0,0
638.25,0,0
639.26,0,0
640.26,181,0
641.27,30,0
642.27,1,0
643.28,0,0
644.28,0,0
645.29,23,0
646.29,2,0
647.29,2,17132
648.29,1,11456
649.3,0,0
650.3,0,0
651.3,3,0
652.3,3,0
654.31,0,0
655.31,0,0
656.32,2,2112
657.32,6,40216
658.32,3,53048
659.32,1,52632
660.33,1,49628
661.33,0,63452
662.33,0,19296
663.34,0,0
664.34,0,0
665.35,13,0
666.35,4,0
667.36,15,0
668.36,1,0
669.36,0,0
670.37,0,0
671.37,0,0
672.37,9,0
673.37,1,3187
675.38,0,19108
676.38,0,21492
677.39,0,5032
678.39,3,30440
679.39,0,9856
680.4,4,12448
681.4,1,9820
682.4,14,27288
683.41,0,58620
684.41,0,0
685.42,0,0
686.42,0,0
687.42,0,0
688.42,0,0
689.42,0,0
690.43,3,0
691.43,7,0
692.44,0,0
693.44,7,0
694.45,1,0
696.46,0,0
697.46,0,0
698.47,4,0
699.47,11,0
700.48,0,0
701.48,4,0
702.49,0,0
703.49,2,0
704.5,0,0
705.5,0,0
706.5,1,0
707.5,1,0
708.51,0,0
709.51,0,0
710.52,0,0
711.52,0,0
712.52,0,0
713.53,0,0
714.53,5,0
715.53,17,0
717.54,0,0
718.55,4,0
719.55,1,0
720.55,3,0
721.55,0,0
722.56,17,0
723.56,0,2800
724.56,2,8344
725.57,3,7892
726.57,17,1160
727.58,4,12228
