mode,concurrency,round,sample_index,Timestamp,Pageouts_per_sec,Swapouts_per_sec,Total_ops_per_sec
full_context,2,1,1,,1.0,0.0,1.0
full_context,2,1,2,,2.0,0.0,2.0
full_context,2,1,3,,0.0,0.0,0.0
full_context,2,1,4,,1.0,0.0,1.0
full_context,2,1,5,,4.0,0.0,4.0
full_context,2,1,6,,2.0,0.0,2.0
full_context,2,1,7,,60.0,0.0,60.0
full_context,2,1,8,,10.0,0.0,10.0
full_context,2,1,9,,0.0,0.0,0.0
full_context,2,1,10,,9.0,0.0,9.0
full_context,2,1,11,,0.0,0.0,0.0
full_context,2,1,12,,1.0,0.0,1.0
full_context,2,1,13,,3.0,0.0,3.0
full_context,2,1,14,,0.0,0.0,0.0
full_context,2,1,15,,0.0,0.0,0.0
full_context,2,1,16,,2.0,0.0,2.0
full_context,2,1,17,,11.0,0.0,11.0
full_context,2,1,18,,2.0,0.0,2.0
full_context,2,1,19,,5.0,0.0,5.0
full_context,2,1,20,,5.0,0.0,5.0
full_context,2,1,21,,1.0,0.0,1.0
full_context,2,1,22,,0.0,0.0,0.0
full_context,2,1,23,,2.0,0.0,2.0
full_context,2,1,24,,0.0,0.0,0.0
full_context,2,1,25,,0.0,0.0,0.0
full_context,2,1,26,,41.0,0.0,41.0
full_context,2,1,27,,5.0,0.0,5.0
full_context,2,1,28,,11.0,0.0,11.0
full_context,2,1,29,,1.0,0.0,1.0
full_context,2,1,30,,4.0,0.0,4.0
full_context,2,1,31,,64.0,0.0,64.0
full_context,2,1,32,,2.0,0.0,2.0
full_context,2,1,33,,0.0,0.0,0.0
full_context,2,1,34,,61.0,0.0,61.0
full_context,2,1,35,,0.0,0.0,0.0
full_context,2,1,36,,1.0,0.0,1.0
full_context,2,1,37,,0.0,0.0,0.0
full_context,2,1,38,,5.0,0.0,5.0
full_context,2,1,39,,0.0,0.0,0.0
full_context,2,2,1,,0.0,0.0,0.0
full_context,2,2,2,,0.0,0.0,0.0
full_context,2,2,3,,0.0,0.0,0.0
full_context,2,2,4,,0.0,0.0,0.0
full_context,2,2,5,,0.0,0.0,0.0
full_context,2,2,6,,0.0,0.0,0.0
full_context,2,2,7,,0.0,0.0,0.0
full_context,2,2,8,,0.0,0.0,0.0
full_context,2,2,9,,0.0,0.0,0.0
full_context,2,2,10,,89.0,0.0,89.0
full_context,2,2,11,,0.0,0.0,0.0
full_context,2,2,12,,0.0,0.0,0.0
full_context,2,2,13,,0.0,0.0,0.0
full_context,2,2,14,,0.0,0.0,0.0
full_context,2,2,15,,4.0,0.0,4.0
full_context,2,2,16,,0.0,0.0,0.0
full_context,2,2,17,,0.0,0.0,0.0
full_context,2,2,18,,14.0,0.0,14.0
full_context,2,2,19,,3.0,0.0,3.0
full_context,2,2,20,,2.0,0.0,2.0
full_context,2,2,21,,10.0,0.0,10.0
full_context,2,2,22,,0.0,0.0,0.0
full_context,2,2,23,,4.0,0.0,4.0
full_context,2,2,24,,0.0,0.0,0.0
full_context,2,2,25,,3.0,0.0,3.0
full_context,2,2,26,,2.0,0.0,2.0
full_context,2,2,27,,0.0,0.0,0.0
full_context,2,2,28,,0.0,0.0,0.0
full_context,2,2,29,,0.0,0.0,0.0
full_context,2,2,30,,4.0,0.0,4.0
full_context,2,2,31,,0.0,0.0,0.0
full_context,2,2,32,,2.0,0.0,2.0
full_context,2,2,33,,17.0,0.0,17.0
full_context,2,2,34,,0.0,0.0,0.0
full_context,2,2,35,,1.0,0.0,1.0
full_context,2,2,36,,62.0,0.0,62.0
full_context,2,2,37,,40.0,0.0,40.0
full_context,2,2,38,,0.0,0.0,0.0
full_context,2,3,1,,0.0,0.0,0.0
full_context,2,3,2,,0.0,0.0,0.0
full_context,2,3,3,,0.0,0.0,0.0
full_context,2,3,4,,0.0,0.0,0.0
full_context,2,3,5,,0.0,0.0,0.0
full_context,2,3,6,,0.0,0.0,0.0
full_context,2,3,7,,0.0,0.0,0.0
full_context,2,3,8,,0.0,0.0,0.0
full_context,2,3,9,,0.0,0.0,0.0
full_context,2,3,10,,26.0,0.0,26.0
full_context,2,3,11,,0.0,0.0,0.0
full_context,2,3,12,,0.0,0.0,0.0
full_context,2,3,13,,0.0,0.0,0.0
full_context,2,3,14,,0.0,0.0,0.0
full_context,2,3,15,,0.0,0.0,0.0
full_context,2,3,16,,14.0,0.0,14.0
full_context,2,3,17,,0.0,0.0,0.0
full_context,2,3,18,,0.0,0.0,0.0
full_context,2,3,19,,2.0,0.0,2.0
full_context,2,3,20,,3.0,0.0,3.0
full_context,2,3,21,,9.0,0.0,9.0
full_context,2,3,22,,0.0,0.0,0.0
full_context,2,3,23,,0.0,0.0,0.0
full_context,2,3,24,,0.0,0.0,0.0
full_context,2,3,25,,0.0,0.0,0.0
full_context,2,3,26,,0.0,0.0,0.0
full_context,2,3,27,,0.0,0.0,0.0
full_context,2,3,28,,0.0,0.0,0.0
full_context,2,3,29,,0.0,0.0,0.0
full_context,2,3,30,,9.0,0.0,9.0
full_context,2,3,31,,56.0,0.0,56.0
full_context,2,3,32,,10.0,0.0,10.0
full_context,2,3,33,,1.0,0.0,1.0
full_context,2,3,34,,0.0,0.0,0.0
full_context,2,3,35,,3.0,0.0,3.0
full_context,2,3,36,,0.0,0.0,0.0
full_context,2,3,37,,0.0,0.0,0.0
full_context,2,4,1,,0.0,0.0,0.0
full_context,2,4,2,,0.0,0.0,0.0
full_context,2,4,3,,0.0,0.0,0.0
full_context,2,4,4,,0.0,0.0,0.0
full_context,2,4,5,,0.0,0.0,0.0
full_context,2,4,6,,0.0,0.0,0.0
full_context,2,4,7,,0.0,0.0,0.0
full_context,2,4,8,,0.0,0.0,0.0
full_context,2,4,9,,0.0,0.0,0.0
full_context,2,4,10,,0.0,0.0,0.0
full_context,2,4,11,,94.0,0.0,94.0
full_context,2,4,12,,0.0,0.0,0.0
full_context,2,4,13,,0.0,0.0,0.0
full_context,2,4,14,,0.0,0.0,0.0
full_context,2,4,15,,0.0,0.0,0.0
full_context,2,4,16,,0.0,0.0,0.0
full_context,2,4,17,,1.0,0.0,1.0
full_context,2,4,18,,3.0,0.0,3.0
full_context,2,4,19,,8.0,0.0,8.0
full_context,2,4,20,,3.0,0.0,3.0
full_context,2,4,21,,0.0,0.0,0.0
full_context,2,4,22,,20.0,0.0,20.0
full_context,2,4,23,,0.0,0.0,0.0
full_context,2,4,24,,0.0,0.0,0.0
full_context,2,4,25,,0.0,0.0,0.0
full_context,2,4,26,,0.0,0.0,0.0
full_context,2,4,27,,4.0,0.0,4.0
full_context,2,4,28,,0.0,0.0,0.0
full_context,2,4,29,,3.0,0.0,3.0
full_context,2,4,30,,0.0,0.0,0.0
full_context,2,4,31,,23.0,0.0,23.0
full_context,2,4,32,,3.0,0.0,3.0
full_context,2,4,33,,0.0,0.0,0.0
full_context,2,4,34,,0.0,0.0,0.0
full_context,2,4,35,,1.0,0.0,1.0
full_context,2,4,36,,9.0,0.0,9.0
full_context,2,4,37,,0.0,0.0,0.0
full_context,2,4,38,,1.0,0.0,1.0
full_context,2,4,39,,2.0,0.0,2.0
full_context,2,4,40,,0.0,0.0,0.0
full_context,2,5,1,,0.0,0.0,0.0
full_context,2,5,2,,0.0,0.0,0.0
full_context,2,5,3,,0.0,0.0,0.0
full_context,2,5,4,,0.0,0.0,0.0
full_context,2,5,5,,0.0,0.0,0.0
full_context,2,5,6,,0.0,0.0,0.0
full_context,2,5,7,,0.0,0.0,0.0
full_context,2,5,8,,0.0,0.0,0.0
full_context,2,5,9,,0.0,0.0,0.0
full_context,2,5,10,,0.0,0.0,0.0
full_context,2,5,11,,18.0,0.0,18.0
full_context,2,5,12,,0.0,0.0,0.0
full_context,2,5,13,,0.0,0.0,0.0
full_context,2,5,14,,0.0,0.0,0.0
full_context,2,5,15,,2.0,0.0,2.0
full_context,2,5,16,,0.0,0.0,0.0
full_context,2,5,17,,10.0,0.0,10.0
full_context,2,5,18,,1.0,0.0,1.0
full_context,2,5,19,,2.0,0.0,2.0
full_context,2,5,20,,0.0,0.0,0.0
full_context,2,5,21,,0.0,0.0,0.0
full_context,2,5,22,,5.0,0.0,5.0
full_context,2,5,23,,1.0,0.0,1.0
full_context,2,5,24,,0.0,0.0,0.0
full_context,2,5,25,,43.0,0.0,43.0
full_context,2,5,26,,0.0,0.0,0.0
full_context,2,5,27,,3.0,0.0,3.0
full_context,2,5,28,,3.0,0.0,3.0
full_context,2,5,29,,0.0,0.0,0.0
full_context,2,5,30,,0.0,0.0,0.0
full_context,2,5,31,,0.0,0.0,0.0
full_context,2,5,32,,1.0,0.0,1.0
full_context,2,5,33,,1.0,0.0,1.0
full_context,2,5,34,,0.0,0.0,0.0
full_context,2,5,35,,13.0,0.0,13.0
full_context,2,5,36,,0.0,0.0,0.0
full_context,2,5,37,,1.0,0.0,1.0
full_context,2,5,38,,1.0,0.0,1.0
full_context,2,5,39,,0.0,0.0,0.0
full_context,2,5,40,,2.0,0.0,2.0
full_context,4,1,1,,0.0,0.0,0.0
full_context,4,1,2,,0.0,0.0,0.0
full_context,4,1,3,,0.0,0.0,0.0
full_context,4,1,4,,0.0,0.0,0.0
full_context,4,1,5,,0.0,0.0,0.0
full_context,4,1,6,,0.0,0.0,0.0
full_context,4,1,7,,0.0,0.0,0.0
full_context,4,1,8,,4.0,0.0,4.0
full_context,4,1,9,,2.0,0.0,2.0
full_context,4,1,10,,10.0,0.0,10.0
full_context,4,1,11,,0.0,0.0,0.0
full_context,4,1,12,,0.0,0.0,0.0
full_context,4,1,13,,0.0,0.0,0.0
full_context,4,1,14,,0.0,0.0,0.0
full_context,4,1,15,,3.0,0.0,3.0
full_context,4,1,16,,0.0,0.0,0.0
full_context,4,1,17,,9.0,0.0,9.0
full_context,4,1,18,,0.0,0.0,0.0
full_context,4,1,19,,1.0,0.0,1.0
